C175974	HGNC:20232
C175981	HGNC:24327
C175984	HGNC:7056
C176417	HGNC:2252
C176420	HGNC:12765
C176427	HGNC:15864
C176431	HGNC:16031
C176435	HGNC:13890
C176438	HGNC:18874
C176451	HGNC:7530
C176454	HGNC:25118
C176458	HGNC:9580
C176468	HGNC:362
C176496	HGNC:568
C176500	HGNC:2988
C176506	HGNC:24861
C176510	HGNC:4237
C176518	HGNC:16915
C176521	HGNC:5042
C176524	HGNC:5541
C176527	HGNC:26926
C176542	HGNC:1742
C176554	HGNC:19027
C176559	HGNC:8907
C176566	HGNC:9986
C176571	HGNC:9987
C176575	HGNC:9988
C176583	HGNC:10031
C176589	HGNC:19750
C176603	HGNC:14579
C176613	HGNC:12736
C176618	HGNC:15992
C176842	HGNC:11206
C177103	HGNC:6817
C177106	HGNC:9282
C177112	HGNC:44139
C177126	HGNC:10301
C177129	HGNC:10327
C177132	HGNC:10345
C177135	HGNC:10440
C177138	HGNC:10383
C177141	HGNC:10397
C177144	HGNC:10411
C177154	HGNC:10414
C177158	HGNC:15454
C177164	HGNC:11188
C177171	HGNC:28648
C177178	HGNC:20611
C177183	HGNC:16384
C177186	HGNC:1337
C177189	HGNC:9905
C177192	HGNC:870
C177195	HGNC:3579
C177198	HGNC:7523
C177201	HGNC:9872
C177224	HGNC:11573
C177227	HGNC:5147
C177253	HGNC:23785
C177286	HGNC:31781
C177295	HGNC:4452
C177419	HGNC:346
C177525	HGNC:2209
C177528	HGNC:2210
C177538	HGNC:6163
C17756	HGNC:3430
C17757	HGNC:3236
C177647	HGNC:3049
C177650	HGNC:3048
C177658	HGNC:9386
C177662	HGNC:6317
C177665	HGNC:25792
C177668	HGNC:9863
C177726	HGNC:13941
C177729	HGNC:1765
C17774	HGNC:11530
C17782	HGNC:1784
C178143	HGNC:19310
C178146	HGNC:16695
C178150	HGNC:12023
C178156	HGNC:2300
C178159	HGNC:1247
C178162	HGNC:9325
C178165	HGNC:16059
C178168	HGNC:6897
C178171	HGNC:10252
C178174	HGNC:23503
C178177	HGNC:6608
C178182	HGNC:4475
C178194	HGNC:8768
C178210	HGNC:11585
C178215	HGNC:18502
C178259	HGNC:18305
C178265	HGNC:11186
C178290	HGNC:17760
C178358	HGNC:8919
C178542	HGNC:26428
C178570	HGNC:5434
C178579	HGNC:27960
C178583	HGNC:14398
C178590	HGNC:16074
C178593	HGNC:12485
C178596	HGNC:10899
C178600	HGNC:1343
C178605	HGNC:1352
C178611	HGNC:1353
C178616	HGNC:1354
C178633	HGNC:1358
C178637	HGNC:5995
C178640	HGNC:584
C178644	HGNC:1339
C178647	HGNC:1037
C178650	HGNC:10513
C178653	HGNC:10514
C178656	HGNC:10516
C178665	HGNC:5999
C178690	HGNC:2312
C178694	HGNC:612
C178703	HGNC:13916
C178707	HGNC:303
C178710	HGNC:19697
C178713	HGNC:26239
C179137	HGNC:24666
C179140	HGNC:14972
C179144	HGNC:16996
C179147	HGNC:18348
C179152	HGNC:13481
C179155	HGNC:2358
C179158	HGNC:8810
C179161	HGNC:8811
C179210	HGNC:216
C179233	HGNC:8157
C179236	HGNC:28106
C179239	HGNC:10863
C179335	HGNC:5007
C179376	HGNC:2577
C179381	HGNC:7662
C179386	HGNC:7660
C179396	HGNC:9756
C179399	HGNC:9802
C17951	HGNC:6801
C17963	HGNC:990
C17965	HGNC:1100
C17966	HGNC:40
C179679	HGNC:25564
C179682	HGNC:4962
C179686	HGNC:5985
C179689	HGNC:18358
C179696	HGNC:6395
C179699	HGNC:18669
C179704	HGNC:30306
C179718	HGNC:10819
C179728	HGNC:11133
C17973	HGNC:6642
C179731	HGNC:11432
C179735	HGNC:28948
C179832	HGNC:11878
C179835	HGNC:11985
C179838	HGNC:20820
C179842	HGNC:12647
C179845	HGNC:20593
C179859	HGNC:4061
C179869	HGNC:12713
C179872	HGNC:336
C179875	HGNC:25240
C179878	HGNC:5413
C179887	HGNC:29233
C179895	HGNC:4624
C179914	HGNC:25990
C179918	HGNC:16517
C18006	HGNC:11351
C18021	HGNC:1582
C18022	HGNC:1787
C180382	HGNC:25500
C180385	HGNC:13480
C180388	HGNC:19057
C180399	HGNC:3526
C180417	HGNC:6904
C180421	HGNC:24051
C180428	HGNC:9890
C180431	HGNC:1067
C180693	HGNC:2927
C180751	HGNC:9973
C180756	HGNC:11317
C180762	HGNC:9971
C180770	HGNC:9969
C180774	HGNC:9970
C180800	HGNC:8778
C180804	HGNC:13821
C180808	HGNC:29650
C180817	HGNC:19351
C180853	HGNC:24589
C181088	HGNC:29441
C181091	HGNC:633
C181095	HGNC:17563
C181099	HGNC:29330
C181101	HGNC:9579
C181105	HGNC:16945
C181109	HGNC:11313
C181115	HGNC:30010
C181118	HGNC:29002
C181121	HGNC:14986
C181124	HGNC:2279
C181127	HGNC:16491
C181130	HGNC:17156
C18120	HGNC:1101
C18139	HGNC:3446
C181635	HGNC:11327
C181639	HGNC:11465
C181645	HGNC:10432
C181648	HGNC:10435
C181660	HGNC:8994
C181667	HGNC:18749
C181670	HGNC:17722
C181673	HGNC:24825
C181678	HGNC:14336
C181681	HGNC:28439
C181684	HGNC:12372
C181687	HGNC:9138
C181690	HGNC:1228
C181693	HGNC:1852
C181696	HGNC:23631
C18173	HGNC:11730
C181798	HGNC:15814
C181802	HGNC:12469
C181806	HGNC:4336
C181812	HGNC:5741
C181816	HGNC:29448
C181819	HGNC:30892
C181836	HGNC:10801
C181951	HGNC:21031
C181955	HGNC:33494
C181958	HGNC:20818
C181962	HGNC:23029
C181974	HGNC:6902
C181979	HGNC:801
C181983	HGNC:10770
C181992	HGNC:50895
C182134	HGNC:6477
C182137	HGNC:2194
C182140	HGNC:5287
C182144	HGNC:1319
C182146	HGNC:1338
C182437	HGNC:6730
C18249	HGNC:1748
C18250	HGNC:1773
C18251	HGNC:3512
C18252	HGNC:3513
C18253	HGNC:11389
C18254	HGNC:7010
C18255	HGNC:9585
C18256	HGNC:9588
C18257	HGNC:9967
C18258	HGNC:6770
C18259	HGNC:12362
C18260	HGNC:12363
C18261	HGNC:12687
C18262	HGNC:12796
C18263	HGNC:12797
C18278	HGNC:8800
C18301	HGNC:11556
C18311	HGNC:7646
C18312	HGNC:3495
C183154	HGNC:3078
C183169	HGNC:1368
C183172	HGNC:1373
C183176	HGNC:2084
C18321	HGNC:3749
C18322	HGNC:3508
C18323	HGNC:1788
C18324	HGNC:959
C18325	HGNC:7029
C18327	HGNC:3488
C18328	HGNC:3489
C18330	HGNC:7849
C18336	HGNC:7007
C18337	HGNC:8986
C183375	HGNC:20774
C18338	HGNC:9829
C18345	HGNC:6973
C18346	HGNC:7884
C18347	HGNC:3277
C18350	HGNC:391
C18351	HGNC:12784
C183516	HGNC:4816
C18352	HGNC:392
C18353	HGNC:12780
C18354	HGNC:646
C18355	HGNC:12774
C183555	HGNC:23156
C183559	HGNC:6917
C18356	HGNC:667
C18357	HGNC:668
C18358	HGNC:669
C18359	HGNC:905
C18360	HGNC:998
C18361	HGNC:12658
C18362	HGNC:1066
C18363	HGNC:1097
C18364	HGNC:1541
C18365	HGNC:12657
C18366	HGNC:12003
C18367	HGNC:12000
C18368	HGNC:11892
C18370	HGNC:11805
C18371	HGNC:1786
C18372	HGNC:1928
C18373	HGNC:6860
C18374	HGNC:2362
C18375	HGNC:2363
C18376	HGNC:18782
C18377	HGNC:11799
C18378	HGNC:2747
C18379	HGNC:3113
C18380	HGNC:11796
C18381	HGNC:7671
C18382	HGNC:3338
C18383	HGNC:3385
C18384	HGNC:3387
C18385	HGNC:7977
C18386	HGNC:3431
C18387	HGNC:11466
C18388	HGNC:3432
C18389	HGNC:11469
C18390	HGNC:11470
C18391	HGNC:3492
C18392	HGNC:3498
C18394	HGNC:11103
C18397	HGNC:3595
C18399	HGNC:10261
C18401	HGNC:9840
C18402	HGNC:9839
C18403	HGNC:9709
C18404	HGNC:7795
C18405	HGNC:7559
C18406	HGNC:3655
C18407	HGNC:7555
C18408	HGNC:3681
C18409	HGNC:7548
C18410	HGNC:7547
C18411	HGNC:7217
C18412	HGNC:3684
C18413	HGNC:3811
C18414	HGNC:3763
C18415	HGNC:13718
C18416	HGNC:6781
C18417	HGNC:6776
C18418	HGNC:3798
C18419	HGNC:4037
C18421	HGNC:11529
C18422	HGNC:4318
C18423	HGNC:6735
C18424	HGNC:6709
C18425	HGNC:6711
C18426	HGNC:4603
C18427	HGNC:4604
C18428	HGNC:6206
C18429	HGNC:6205
C18430	HGNC:6119
C18432	HGNC:4930
C18433	HGNC:4840
C18445	HGNC:6899
C18446	HGNC:3325
C18447	HGNC:11350
C18448	HGNC:11244
C18451	HGNC:77
C18452	HGNC:4319
C18454	HGNC:3333
C18455	HGNC:1014
C18458	HGNC:11795
C18459	HGNC:6210
C18460	HGNC:4602
C18461	HGNC:3321
C18463	HGNC:7833
C18481	HGNC:7325
C18482	HGNC:7127
C184961	HGNC:23447
C184964	HGNC:14958
C184967	HGNC:21555
C184970	HGNC:16718
C184973	HGNC:20422
C184979	HGNC:6159
C18498	HGNC:2595
C184982	HGNC:29931
C184985	HGNC:29100
C18499	HGNC:2631
C184992	HGNC:9549
C184996	HGNC:18646
C184999	HGNC:123
C18500	HGNC:7436
C185002	HGNC:16809
C185005	HGNC:17384
C185008	HGNC:12737
C18501	HGNC:2874
C185011	HGNC:6914
C185014	HGNC:25701
C185017	HGNC:26273
C18502	HGNC:11285
C185020	HGNC:15478
C185023	HGNC:6401
C185026	HGNC:18
C185029	HGNC:29905
C18503	HGNC:12679
C185032	HGNC:15684
C185036	HGNC:2215
C18504	HGNC:6769
C185045	HGNC:33139
C185051	HGNC:23317
C185054	HGNC:17282
C185057	HGNC:28685
C185060	HGNC:9349
C185063	HGNC:14004
C185079	HGNC:20749
C185086	HGNC:18474
C18510	HGNC:7885
C185102	HGNC:18475
C185107	HGNC:8086
C18511	HGNC:7650
C18514	HGNC:8949
C18516	HGNC:2433
C18519	HGNC:4638
C18523	HGNC:10446
C18524	HGNC:3701
C18525	HGNC:51
C18528	HGNC:13209
C18532	HGNC:3682
C18541	HGNC:6524
C185410	HGNC:1985
C185414	HGNC:15719
C18542	HGNC:3697
C185423	HGNC:4814
C18543	HGNC:12841
C185448	HGNC:11647
C18551	HGNC:8031
C18553	HGNC:11241
C185542	HGNC:16901
C185545	HGNC:7601
C185548	HGNC:19037
C185551	HGNC:17574
C185554	HGNC:18608
C185557	HGNC:30765
C185561	HGNC:19296
C185564	HGNC:11806
C185568	HGNC:17770
C185571	HGNC:16207
C185574	HGNC:16854
C185578	HGNC:9874
C185583	HGNC:1977
C185586	HGNC:24865
C185589	HGNC:19864
C18559	HGNC:11742
C185601	HGNC:7763
C185608	HGNC:13802
C185615	HGNC:24044
C185618	HGNC:5468
C185626	HGNC:9873
C185666	HGNC:12607
C185676	HGNC:4092
C185681	HGNC:4093
C185687	HGNC:11075
C18569	HGNC:3676
C185697	HGNC:15984
C18570	HGNC:3685
C185704	HGNC:22474
C185707	HGNC:1162
C18571	HGNC:3683
C185710	HGNC:7213
C185714	HGNC:29221
C185717	HGNC:17894
C185722	HGNC:24634
C185728	HGNC:9099
C185731	HGNC:29216
C185736	HGNC:1102
C185745	HGNC:24236
C185748	HGNC:25548
C185754	HGNC:20284
C185757	HGNC:865
C18576	HGNC:6913
C18579	HGNC:10471
C18580	HGNC:9690
C18583	HGNC:795
C185832	HGNC:25988
C185835	HGNC:17264
C185838	HGNC:28916
C18584	HGNC:1539
C185841	HGNC:17245
C185844	HGNC:9861
C18585	HGNC:7132
C18588	HGNC:4632
C18589	HGNC:2228
C18590	HGNC:9121
C18591	HGNC:9122
C18592	HGNC:11773
C18603	HGNC:8568
C18607	HGNC:11853
C18608	HGNC:5056
C18609	HGNC:6342
C186487	HGNC:2328
C186560	HGNC:30469
C186563	HGNC:24511
C186581	HGNC:12933
C186593	HGNC:28870
C186596	HGNC:23040
C186604	HGNC:1840
C186639	HGNC:11778
C186643	HGNC:2568
C186646	HGNC:7449
C186678	HGNC:23761
C186681	HGNC:24235
C186684	HGNC:5959
C186687	HGNC:7328
C186695	HGNC:12004
C186715	HGNC:32890
C186721	HGNC:17581
C186733	HGNC:8140
C186738	HGNC:11741
C186757	HGNC:1007
C186760	HGNC:18329
C187022	HGNC:4486
C187074	HGNC:15677
C187089	HGNC:11596
C187092	HGNC:3356
C187223	HGNC:3133
C187382	HGNC:7889
C187386	HGNC:19338
C187390	HGNC:20900
C187395	HGNC:23790
C187414	HGNC:22960
C187417	HGNC:4517
C187420	HGNC:8252
C187425	HGNC:29525
C187429	HGNC:28510
C187438	HGNC:1730
C188796	HGNC:4839
C188803	HGNC:29536
C188808	HGNC:23571
C188872	HGNC:12338
C188875	HGNC:1479
C188878	HGNC:17947
C188882	HGNC:9997
C188895	HGNC:6617
C188899	HGNC:6030
C188904	HGNC:23690
C188908	HGNC:9560
C189060	HGNC:29136
C189068	HGNC:21197
C189072	HGNC:143
C189075	HGNC:25538
C189080	HGNC:25695
C189094	HGNC:27683
C189197	HGNC:601
C189202	HGNC:4182
C189206	HGNC:4183
C189211	HGNC:6741
C189215	HGNC:19178
C189221	HGNC:24670
C189229	HGNC:4563
C189234	HGNC:13561
C189243	HGNC:9002
C189256	HGNC:17662
C189262	HGNC:10947
C189270	HGNC:29183
C189274	HGNC:10059
C189279	HGNC:11814
C189683	HGNC:29011
C189753	HGNC:10802
C189756	HGNC:10803
C189759	HGNC:33
C189765	HGNC:10798
C189769	HGNC:10799
C189783	HGNC:9092
C189786	HGNC:7908
C189789	HGNC:6915
C189792	HGNC:6622
C189795	HGNC:9155
C189799	HGNC:29480
C189936	HGNC:14137
C189939	HGNC:24591
C189942	HGNC:13523
C189947	HGNC:5031
C189950	HGNC:25142
C189953	HGNC:9828
C189963	HGNC:28971
C189968	HGNC:24059
C189980	HGNC:19028
C189984	HGNC:17817
C189988	HGNC:5411
C189991	HGNC:4054
C189994	HGNC:5397
C189997	HGNC:5347
C190000	HGNC:4950
C190006	HGNC:7200
C190010	HGNC:24063
C190013	HGNC:10045
C190032	HGNC:30908
C190050	HGNC:17119
C190053	HGNC:10614
C190057	HGNC:27015
C190062	HGNC:1994
C190079	HGNC:1029
C190082	HGNC:609
C190086	HGNC:17288
C190091	HGNC:453
C190129	HGNC:8088
C190132	HGNC:26401
C190139	HGNC:4703
C190146	HGNC:13394
C190210	HGNC:1135
C190213	HGNC:6440
C190241	HGNC:6443
C190245	HGNC:6444
C190249	HGNC:6447
C190256	HGNC:6414
C190261	HGNC:6458
C190264	HGNC:6460
C190269	HGNC:6463
C190288	HGNC:21386
C190291	HGNC:13780
C190294	HGNC:14880
C190301	HGNC:1243
C190305	HGNC:21022
C190308	HGNC:91
C190311	HGNC:1122
C190314	HGNC:1093
C190376	HGNC:10856
C190379	HGNC:8636
C190383	HGNC:6936
C190386	HGNC:6937
C190403	HGNC:361
C190406	HGNC:4118
C190409	HGNC:12563
C190506	HGNC:4795
C190512	HGNC:4976
C190524	HGNC:88
C190528	HGNC:92
C190538	HGNC:11577
C190583	HGNC:93
C190588	HGNC:6186
C190596	HGNC:8840
C190601	HGNC:17820
C190624	HGNC:2323
C190627	HGNC:10983
C190634	HGNC:13201
C190637	HGNC:12633
C190640	HGNC:13666
C190643	HGNC:10923
C190660	HGNC:11582
C190663	HGNC:9330
C190669	HGNC:20444
C190673	HGNC:15766
C190703	HGNC:13880
C190791	HGNC:6584
C190798	HGNC:4621
C190805	HGNC:20311
C190809	HGNC:11497
C190812	HGNC:888
C190815	HGNC:2340
C190820	HGNC:29059
C190824	HGNC:11079
C190831	HGNC:10596
C190835	HGNC:18865
C190838	HGNC:4075
C190841	HGNC:23089
C190853	HGNC:6231
C190857	HGNC:2972
C191367	HGNC:6220
C191371	HGNC:87
C191376	HGNC:11444
C191380	HGNC:1388
C191410	HGNC:4588
C191413	HGNC:30881
C191424	HGNC:9115
C191650	HGNC:23056
C191653	HGNC:23157
C191657	HGNC:19358
C191660	HGNC:7207
C191663	HGNC:3005
C191667	HGNC:2995
C191780	HGNC:441
C191783	HGNC:14372
C191788	HGNC:16187
C191791	HGNC:30224
C191797	HGNC:30225
C191801	HGNC:15894
C191804	HGNC:7801
C191807	HGNC:21066
C191811	HGNC:14637
C191814	HGNC:15464
C191819	HGNC:20197
C191825	HGNC:2023
C191828	HGNC:2518
C191832	HGNC:27230
C191835	HGNC:11102
C191839	HGNC:6323
C191842	HGNC:4324
C191845	HGNC:4325
C191866	HGNC:17109
C191873	HGNC:6391
C191877	HGNC:68
C191883	HGNC:59
C191886	HGNC:17366
C191889	HGNC:119
C191893	HGNC:129
C191897	HGNC:25151
C191900	HGNC:19041
C191904	HGNC:21575
C191908	HGNC:397
C191921	HGNC:428
C191926	HGNC:449
C191929	HGNC:468
C19195	HGNC:7329
C191964	HGNC:535
C191967	HGNC:572
C191994	HGNC:574
C191998	HGNC:25361
C192002	HGNC:678
C192020	HGNC:218
C192676	HGNC:25230
C192682	HGNC:14604
C192689	HGNC:746
C192692	HGNC:756
C192695	HGNC:11231
C192700	HGNC:3033
C192703	HGNC:854
C192706	HGNC:7106
C192711	HGNC:10560
C192715	HGNC:20207
C192718	HGNC:24160
C192721	HGNC:12703
C192724	HGNC:17208
C192734	HGNC:29521
C192737	HGNC:25443
C192743	HGNC:1390
C192747	HGNC:1480
C192751	HGNC:1513
C192754	HGNC:1529
C19409	HGNC:4948
C19531	HGNC:6204
C19532	HGNC:3796
C19675	HGNC:12828
C19677	HGNC:587
C198520	HGNC:29253
C198523	HGNC:25244
C198527	HGNC:26090
C198534	HGNC:18576
C198539	HGNC:16692
C198542	HGNC:30794
C198612	HGNC:5394
C198622	HGNC:24668
C198628	HGNC:1966
C198631	HGNC:24464
C19872	HGNC:11104
C19873	HGNC:11105
C19874	HGNC:11109
C19875	HGNC:11106
C19876	HGNC:11107
C19877	HGNC:11108
C19878	HGNC:11100
C19879	HGNC:11098
C19881	HGNC:3438
C19882	HGNC:11099
C19883	HGNC:11101
C19884	HGNC:11097
C19895	HGNC:3023
C19916	HGNC:10520
C19917	HGNC:11283
C199243	HGNC:18079
C199248	HGNC:29178
C19929	HGNC:3688
C199301	HGNC:25416
C19931	HGNC:3689
C199330	HGNC:4643
C199471	HGNC:2019
C199475	HGNC:2020
C199608	HGNC:1374
C199638	HGNC:8605
C19969	HGNC:903
C200228	HGNC:20675
C200232	HGNC:2150
C200235	HGNC:2226
C200240	HGNC:25223
C200243	HGNC:20233
C200266	HGNC:25801
C200270	HGNC:2330
C200277	HGNC:18688
C200281	HGNC:2383
C200288	HGNC:2501
C200291	HGNC:2511
C200295	HGNC:9251
C200301	HGNC:2528
C200304	HGNC:2548
C200310	HGNC:20580
C200320	HGNC:20582
C200328	HGNC:23198
C200331	HGNC:2076
C200334	HGNC:7973
C200337	HGNC:7576
C200346	HGNC:3337
C200349	HGNC:664
C200352	HGNC:24537
C200372	HGNC:29182
C200378	HGNC:2498
C200386	HGNC:5041
C200399	HGNC:6196
C200404	HGNC:10388
C200408	HGNC:29010
C200414	HGNC:26188
C200575	HGNC:3769
C200579	HGNC:17032
C20058	HGNC:4713
C20060	HGNC:1785
C200607	HGNC:1918
C200612	HGNC:30052
C200616	HGNC:20637
C200619	HGNC:9158
C200622	HGNC:9159
C200625	HGNC:3974
C200628	HGNC:5330
C200631	HGNC:20
C200634	HGNC:11189
C200637	HGNC:7197
C200643	HGNC:637
C200648	HGNC:2663
C200653	HGNC:6836
C200657	HGNC:6215
C20070	HGNC:12791
C200750	HGNC:1246
C200754	HGNC:1242
C200761	HGNC:1245
C200769	HGNC:2736
C200772	HGNC:13266
C200775	HGNC:2852
C200778	HGNC:2860
C200781	HGNC:2933
C200784	HGNC:2950
C200836	HGNC:2954
C200839	HGNC:2961
C200857	HGNC:28908
C200860	HGNC:16235
C200897	HGNC:3054
C200903	HGNC:3062
C200912	HGNC:13273
C20099	HGNC:12786
C201081	HGNC:21317
C201085	HGNC:3151
C201088	HGNC:16406
C201091	HGNC:3331
C201096	HGNC:3334
C201099	HGNC:29331
C201102	HGNC:13281
C201105	HGNC:3497
C201108	HGNC:19747
C201111	HGNC:17944
C201146	HGNC:1570
C201150	HGNC:16312
C201155	HGNC:24725
C201158	HGNC:3663
C201161	HGNC:3622
C201165	HGNC:17997
C201199	HGNC:3951
C201202	HGNC:7563
C201212	HGNC:5480
C201216	HGNC:30626
C201220	HGNC:5526
C201224	HGNC:5527
C201228	HGNC:5528
C20123	HGNC:2444
C201231	HGNC:13448
C201238	HGNC:28454
C201241	HGNC:108
C20128	HGNC:12530
C20135	HGNC:5465
C201537	HGNC:27051
C20155	HGNC:651
C201570	HGNC:3529
C201573	HGNC:3625
C201640	HGNC:4193
C201643	HGNC:4195
C201657	HGNC:4241
C201660	HGNC:1226
C201667	HGNC:4283
C201670	HGNC:4285
C201673	HGNC:4286
C201676	HGNC:17993
C201680	HGNC:4335
C201684	HGNC:24247
C201692	HGNC:4367
C201695	HGNC:4401
C201698	HGNC:23657
C201701	HGNC:23026
C201704	HGNC:20145
C201707	HGNC:4799
C201710	HGNC:4801
C201716	HGNC:4803
C201731	HGNC:4878
C201734	HGNC:4879
C201737	HGNC:4922
C20174	HGNC:7997
C201741	HGNC:5024
C201751	HGNC:5163
C201756	HGNC:18817
C201759	HGNC:566
C201762	HGNC:5209
C201774	HGNC:2032
C201778	HGNC:2049
C201792	HGNC:5320
C201795	HGNC:15561
C201802	HGNC:23791
C201805	HGNC:9853
C201814	HGNC:6134
C201819	HGNC:6139
C201825	HGNC:1514
C201834	HGNC:6174
C201840	HGNC:6176
C201856	HGNC:14202
C201862	HGNC:4122
C201941	HGNC:3010
C201944	HGNC:17819
C201948	HGNC:14556
C202065	HGNC:452
C20208	HGNC:11726
C20210	HGNC:7128
C20211	HGNC:7326
C202281	HGNC:23063
C202614	HGNC:6233
C202617	HGNC:6239
C202626	HGNC:6240
C202636	HGNC:6251
C202639	HGNC:6257
C202643	HGNC:6263
C202658	HGNC:6296
C202664	HGNC:19698
C202674	HGNC:25947
C202677	HGNC:30372
C202680	HGNC:6366
C202683	HGNC:6368
C202687	HGNC:6482
C202690	HGNC:6487
C202863	HGNC:18449
C202866	HGNC:6511
C202869	HGNC:6518
C202872	HGNC:6522
C202908	HGNC:15710
C202911	HGNC:18640
C202915	HGNC:6541
C202918	HGNC:23038
C202940	HGNC:9479
C202943	HGNC:6665
C202946	HGNC:14450
C202949	HGNC:6701
C202959	HGNC:29670
C202968	HGNC:30497
C203321	HGNC:2519
C20334	HGNC:12829
C20335	HGNC:12830
C203363	HGNC:2000
C203366	HGNC:27254
C20337	HGNC:9413
C203371	HGNC:24686
C203377	HGNC:53933
C203423	HGNC:25903
C20344	HGNC:8125
C20345	HGNC:3511
C20350	HGNC:593
C20352	HGNC:13516
C20353	HGNC:13702
C20354	HGNC:7634
C20355	HGNC:590
C20356	HGNC:591
C20357	HGNC:592
C20358	HGNC:576
C20359	HGNC:17008
C20360	HGNC:25967
C20361	HGNC:12814
C20362	HGNC:12831
C203622	HGNC:4268
C203626	HGNC:6696
C20363	HGNC:12833
C20373	HGNC:6944
C20374	HGNC:6947
C20375	HGNC:6948
C203756	HGNC:6826
C203759	HGNC:6831
C20376	HGNC:6949
C203764	HGNC:18429
C203767	HGNC:15855
C20377	HGNC:6945
C203771	HGNC:6903
C203774	HGNC:15455
C20378	HGNC:6950
C203783	HGNC:13356
C203786	HGNC:6998
C203789	HGNC:18871
C20379	HGNC:1739
C203792	HGNC:19331
C203796	HGNC:24525
C20380	HGNC:8488
C203809	HGNC:7190
C20381	HGNC:24576
C203812	HGNC:16002
C203816	HGNC:7225
C203819	HGNC:7414
C20382	HGNC:1744
C203822	HGNC:7448
C203829	HGNC:7526
C20383	HGNC:18043
C203835	HGNC:7573
C20384	HGNC:1745
C203843	HGNC:17996
C20385	HGNC:17364
C203853	HGNC:7632
C203857	HGNC:15751
C20386	HGNC:8487
C20387	HGNC:8490
C20388	HGNC:8491
C20389	HGNC:17151
C203899	HGNC:7678
C20390	HGNC:8489
C203906	HGNC:7720
C203909	HGNC:7758
C203943	HGNC:17646
C20395	HGNC:17493
C20397	HGNC:13417
C203978	HGNC:22938
C20398	HGNC:9299
C203984	HGNC:15911
C203989	HGNC:7897
C20399	HGNC:9300
C203993	HGNC:14537
C203996	HGNC:21606
C203999	HGNC:40050
C204003	HGNC:6827
C20402	HGNC:9309
C20403	HGNC:9310
C20404	HGNC:9311
C20405	HGNC:9312
C20406	HGNC:9313
C20407	HGNC:9308
C204081	HGNC:15955
C204085	HGNC:6824
C204087	HGNC:6825
C20410	HGNC:992
C204104	HGNC:8091
C204107	HGNC:8108
C20411	HGNC:995
C204111	HGNC:8133
C204114	HGNC:23494
C20412	HGNC:6943
C204121	HGNC:23458
C20413	HGNC:949
C20414	HGNC:936
C204153	HGNC:8968
C204157	HGNC:15459
C20416	HGNC:994
C204162	HGNC:8565
C20417	HGNC:1051
C204179	HGNC:23794
C20418	HGNC:5185
C204183	HGNC:8582
C204186	HGNC:33630
C204189	HGNC:14270
C20419	HGNC:1050
C204192	HGNC:8787
C204200	HGNC:23041
C204209	HGNC:8850
C20421	HGNC:11535
C204212	HGNC:8851
C204216	HGNC:8854
C204253	HGNC:8857
C204435	HGNC:5417
C204443	HGNC:9717
C204448	HGNC:22965
C204452	HGNC:9719
C204455	HGNC:8859
C204458	HGNC:8860
C204471	HGNC:8889
C204478	HGNC:8918
C204484	HGNC:8940
C204487	HGNC:8967
C204490	HGNC:14581
C204493	HGNC:9004
C204498	HGNC:9080
C204511	HGNC:17885
C204517	HGNC:9081
C204521	HGNC:22954
C204527	HGNC:19139
C204530	HGNC:9202
C204533	HGNC:19743
C204536	HGNC:9076
C20460	HGNC:11588
C20463	HGNC:11727
C20501	HGNC:11536
C20502	HGNC:17303
C20503	HGNC:11537
C20505	HGNC:11539
C20526	HGNC:11540
C20527	HGNC:11541
C20531	HGNC:11548
C20534	HGNC:17300
C20537	HGNC:11542
C20538	HGNC:11543
C20540	HGNC:11544
C20541	HGNC:11545
C20542	HGNC:11546
C20551	HGNC:11589
C20552	HGNC:9123
C20553	HGNC:17889
C20554	HGNC:3433
C20555	HGNC:3434
C20556	HGNC:3435
C20557	HGNC:3437
C20558	HGNC:3436
C20559	HGNC:12269
C20560	HGNC:882
C20561	HGNC:12270
C20562	HGNC:11729
C20563	HGNC:11728
C20564	HGNC:11824
C20565	HGNC:6601
C20567	HGNC:30932
C20568	HGNC:4055
C20576	HGNC:5010
C20577	HGNC:5009
C20578	HGNC:4983
C20579	HGNC:5000
C20580	HGNC:5004
C20581	HGNC:4984
C20582	HGNC:4986
C20583	HGNC:12312
C20584	HGNC:4989
C20594	HGNC:4646
C20597	HGNC:30727
C20598	HGNC:4647
C20600	HGNC:3017
C20601	HGNC:3019
C20603	HGNC:17307
C20648	HGNC:4648
C20649	HGNC:4650
C20650	HGNC:4651
C20652	HGNC:4652
C20653	HGNC:4653
C20656	HGNC:4655
C20659	HGNC:19970
C20661	HGNC:9187
C20664	HGNC:4666
C20665	HGNC:4664
C20666	HGNC:4665
C20667	HGNC:4667
C20668	HGNC:4668
C20670	HGNC:11551
C20671	HGNC:13652
C20672	HGNC:17298
C20675	HGNC:19985
C20676	HGNC:9527
C20682	HGNC:9234
C20683	HGNC:2370
C20687	HGNC:2372
C20688	HGNC:2375
C20689	HGNC:2376
C20690	HGNC:2377
C20691	HGNC:2378
C20695	HGNC:7668
C20697	HGNC:7669
C20699	HGNC:7670
C20700	HGNC:15909
C20702	HGNC:15936
C20704	HGNC:8001
C20707	HGNC:7961
C20711	HGNC:11205
C20712	HGNC:22963
C20714	HGNC:471
C20715	HGNC:952
C20717	HGNC:1094
C20718	HGNC:2730
